model,tripID,real_price,strike,premium,profit
trip-specific,2004,64.9700310333333,70.1317488844583,2.92438389527235,2.92438389527235
trip-specific,2010,16.4750903,16.8859631231836,0.36913221874605,0.36913221874605
trip-specific,2044,37.6928906333333,33.4436413079438,0.745501410019265,-3.50374791537025
trip-specific,2058,15.5995981,15.7442520107068,0.439610787828045,0.439610787828045
trip-specific,2067,35.2391520333333,38.4346011140681,0.739667806268199,0.739667806268199
trip-specific,2078,133.029668566667,144.913856737692,3.96279052712403,3.96279052712403
trip-specific,2091,6.78358046666667,6.96989202589892,0.170460069675477,0.170460069675477
trip-specific,2099,22.1870738666667,23.7160985215804,0.272329549649728,0.272329549649728
trip-specific,2108,26.6975657666667,25.9880222635004,0.389047747099783,-0.320495756066447
trip-specific,2113,24.4143479333333,25.4554151007776,0.38698491160898,0.38698491160898
trip-specific,2131,5.26792423333333,5.44546511749526,0.222517263394606,0.222517263394606
trip-specific,2134,39.830506,35.1406087920664,0.51354090063351,-4.17635630730005
trip-specific,2144,35.7298406,35.1588649980341,0.424528952342847,-0.146446649623052
trip-specific,2178,20.3293434,20.2098467133767,0.219246135038831,0.0997494484154986
trip-specific,2180,11.1897862666667,11.3697428103699,0.28411604078316,0.28411604078316
trip-specific,2183,81.6815099333333,82.786321712911,0.482790245348329,0.482790245348329
trip-specific,2193,33.6856305333333,33.0884300233032,0.451908387049698,-0.145292122980486
trip-specific,2199,47.1326618333334,46.5515023683726,0.583294460802762,0.00213499584197796
trip-specific,2203,17.4275335666667,17.4710948192356,0.251510643398413,0.251510643398413
trip-specific,2204,31.5611664333333,30.4835333055215,0.495629949588535,-0.582003178223266
trip-specific,2207,25.6803401,24.5703572906251,0.339819772015476,-0.770163037359458
trip-specific,2214,40.4564455,41.2689146394375,0.316538395801295,0.316538395801295
trip-specific,2228,28.1127519666667,29.479271155246,0.445928953318781,0.445928953318781
trip-specific,2236,27.8493363333333,26.9017342130745,0.273993877355879,-0.673608242902964
trip-specific,2238,24.5099191333333,24.9363380634125,0.207472143821776,0.207472143821776
trip-specific,2242,41.4064636666667,40.3431582948813,0.412359209364687,-0.650946162420661
trip-specific,2291,45.6721313333333,45.1471103771168,0.448778106569226,-0.0762428496473459
trip-specific,2293,38.9918801,40.4674374314138,0.809691771546042,0.809691771546042
trip-specific,2294,13.0518091333333,12.1194554956718,0.316350337529635,-0.616003300131868
trip-specific,2324,19.9830281,21.6643211047727,0.24938465618719,0.24938465618719
trip-specific,2327,18.3556529333333,20.1267622438484,2.00899447560306,2.00899447560306
trip-specific,2339,11.5016050666667,11.8297434263721,0.207192140148216,0.207192140148216
trip-specific,2380,30.5494925666667,32.3227121293535,0.270150445937675,0.270150445937675
trip-specific,2392,22.6012477666667,24.0917696433575,0.329443106988185,0.329443106988185
trip-specific,2437,43.1563946333333,43.7068207166226,0.521650559439538,0.521650559439538
trip-specific,2448,23.3479311666667,22.5313841141183,0.284857008836105,-0.531690043712243
trip-specific,2466,11.3596804,10.8423056103783,0.280458494401152,-0.236916295220566
trip-specific,2489,16.6207386666667,16.4553248776189,0.228372369025321,0.0629585799775209
trip-specific,2504,26.6211718666667,27.3161820406439,0.559287648802375,0.559287648802375
trip-specific,2507,28.8617862333333,28.9006621421333,0.350859707204103,0.350859707204103
trip-specific,2512,27.9219993666667,26.5237666764029,0.292844922567987,-1.10538776769582
trip-specific,2521,7.90305263333333,7.9025927479266,0.261678271453184,0.261218386046451
trip-specific,2523,40.8423675666667,41.6323038609124,0.492087791471786,0.492087791471786
trip-specific,2526,11.2132551666667,10.8013166713386,0.390407002738763,-0.0215314925893046
trip-specific,2527,50.6661278,51.1134135725603,0.803389292996121,0.803389292996121
trip-specific,2533,18.0561031666667,17.1580510846808,1.15085209075747,0.252800008771613
trip-specific,2535,10.3032682333333,10.012968929448,0.333764997074898,0.043465693189594
trip-specific,2539,8.1954721,7.86064873257437,0.51436435406111,0.179540986635484
trip-specific,2549,6.58098826666667,6.67331542560036,0.326902294571578,0.326902294571578
trip-specific,2550,20.7212165,20.4034954412709,0.357385079287605,0.0396640205585062
trip-specific,2552,36.3227526333333,34.2870611099969,0.261810371778907,-1.77388115155753
trip-specific,2573,24.0334497,23.9718151139705,0.369520655264957,0.307886069235434
trip-specific,2579,46.8125404,47.9590721760131,0.868342638847634,0.868342638847634
trip-specific,2581,31.1409137,30.7966533515123,0.185169172943742,-0.159091175544016
trip-specific,2585,24.4898891,23.6278297823212,0.184686709716173,-0.677372607962598
trip-specific,2597,18.3022634,20.5063337768237,0.519492804907832,0.519492804907832
trip-specific,2609,18.2032551333333,19.1740051008239,0.386104983010187,0.386104983010187
trip-specific,2610,29.1690413,30.347640690263,0.413497993336864,0.413497993336864
trip-specific,2613,54.9103619666667,57.0394171090979,1.2501329725016,1.2501329725016
trip-specific,2622,14.9569910666667,14.8138879088816,0.187666247219021,0.0445630894339474
trip-specific,2624,19.7370857,18.7171361582267,0.501510705734854,-0.518438836038396
trip-specific,2641,29.9322591,32.1716724700749,0.621401597975719,0.621401597975719
